,ID,ENTRYTYPE,author,bib-gs_bronze_gquerya,bib-scopus_bronze_querya,bib_id,booktitle,doi,isbn,issn,journal,note,number,pages,publisher,shorttitle,title,url,volume,year,assessment,data-type-tabular,data-type-text,data-type-image,task-disease-classification,task-risk-treatment-prediction,task-sd-training-augmentation,task-sd-realism,task-bias-evaluation,task-ner,task-ablation,model-bert_x,model-gpt_x,model-rnn_x,model-gan_x,model-attention-other_x,model-other-nn_x,Unnamed: 0,Authors,Author full names,Author(s) ID,Title,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Page count,Cited by,DOI,Link,Document Type,Publication Stage,Open Access,Source,EID,Assessment ,Primary Task,Secondary Task,Tertiary,disease-classification,disease-prediction,nn-synthetic-data-task-augmentation,non-nn-synthetic-data-task-augmentation,nlg,synthetic-data-realism,ner/entity-classification/re,bias-evaluation,qa,risk/treatment-prediction,scalability/performance,security task classification,embedding harmonization,patient-trial matching,ablation-study,PET A,PET B,PET C,PET Notes,Unnamed: 43,Data Type,Training Data Sources,Model,model-bert_y,model-gpt_y,model-gan_y,model-attention-other_y,model-lstm,model-rnn_y,model-diffusion,model-autoencoder,model-other-nn_y,Evaluation,Evaluation Data,evaluation-auroc,evaluation-auprc,Earliness,evaluation-auc,evaluation-accuracy,evaluation-average-diagnosis-time,evalutation-kappa,evaluation-loss,evaluation-f1,evaluation-precision,evaluation-recall,evaluation-perplexity,evaluation-r2,rp80,evaluation-similairity-GT,evaluation-similairity-dimensionwisedist(dwd),evaluation-pairwise-correlation-diff,evlaution-log-cluster,evaluation-synthetic-rank,evaluation-similairity-jensen-shannon-divergence,evaluation-similairity-dimensionwisestat(dws),evaluation-similairity-dimensionwiseavg(dwa),evaluation-similairity-dimensionwisepred(dwp),evaluation-similairity-dimensionwiseprob(dwp),evaluation-similairity-corr,evaluation-privacy-kl-divergence,evaluation-privacy-minkowshi-distance,evaluation-privacy-budget,evaluation-privacy-cosine-similairity,evaluation-similairity-normalized-distance,evaluation-survival-rate,evaluation-clinician,evaluation-error-rate,evaluation-similairity-jaccard,evaluation-hamming-loss,evaluation-bleu,evaluation-g-squared,evaluation-rogue,evaluation-bm25,evaluation-embedding-similairity,evaluation-cider,Clinical Domain,privacy-evaluation,privacy-evaluation notes,Summary,Conclusion,Notes,REPO
25,annapragada_natural_2021,article,"Annapragada, A.V. and Donaruma, M.M. and Annapragada, A.V. and Starosolski, Z.A.",0.0,1.0,,,10.1371/journal.pone.0247404,,,PLoS ONE,,2 Febuary,,,,A natural language processing and deep learning approach to identify child abuse from pediatric electronic medical records,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85102077957&doi=10.1371%2fjournal.pone.0247404&partnerID=40&md5=210f0035692d7e22efa8d3581c14e3b5,16,2021.0,O,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,arulmozhi_securing_2023,inproceedings,"Arulmozhi, B. and Sheeba, J.I. and Pradeep Devaneyan, S.",0.0,1.0,,,10.1007/978-981-19-7874-6_53,,,,,,719--733,,,Securing {Health} {Records} {Using} {Quantum} {Convolutional} {Neural} {Network},https://www.scopus.com/inward/record.uri?eid=2-s2.0-85149679787&doi=10.1007%2f978-981-19-7874-6_53&partnerID=40&md5=aaee9a68cd74bd84a80568f8b77f22a0,587,2023.0,O,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,azzouzi_automatic_2024,article,"Azzouzi, Mohamed El and Coatrieux, Gouenou and Bellafqira, Reda and Delamarre, Denis and Riou, Christine and Oubenali, Naima and Cabon, Sandie and Cuggia, Marc and Bouzillé, Guillaume",1.0,0.0,,,,,1472-6947,BMC Medical Informatics and Decision Making,Publisher: Springer,1,54,,,Automatic de-identification of {French} electronic health records: a cost-effective approach exploiting distant supervision and deep learning models,,24,2024.0,O,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28,babaian_nlp_2024,inproceedings,"Babaian, T. and Xu, J.",0.0,1.0,,,10.1007/978-3-031-49215-0_2,,,,,,11--16,,,{NLP} in {Healthcare}: {Developing} {Interactive} {Integrated} {Collaborative} {Assistants},https://www.scopus.com/inward/record.uri?eid=2-s2.0-85180536648&doi=10.1007%2f978-3-031-49215-0_2&partnerID=40&md5=c9034936522f3b2a226e0c2b10d6db24,1958 CCIS,2024.0,O,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29,bacchi_mixed-data_2021,article,"Bacchi, S. and Gluck, S. and Tan, Y. and Chim, I. and Cheng, J. and Gilbert, T. and Jannes, J. and Kleinig, T. and Koblar, S.",0.0,1.0,,,10.1007/s11739-021-02697-w,,,Internal and Emergency Medicine,,6,1613--1617,,,Mixed-data deep learning in repeated predictions of general medicine length of stay: a derivation study,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85102487376&doi=10.1007%2fs11739-021-02697-w&partnerID=40&md5=9ef30f107639b767dd5ab44aaf8c6aea,16,2021.0,O,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30,banerjee_ehr_2024,inproceedings,"Banerjee, S. and Barik, S. and Das, D. and Ghosh, U.",0.0,1.0,,,10.1007/978-3-031-45878-1_17,,,,,,243--260,,,{EHR} {Security} and {Privacy} {Aspects}: {A} {Systematic} {Review},https://www.scopus.com/inward/record.uri?eid=2-s2.0-85177172221&doi=10.1007%2f978-3-031-45878-1_17&partnerID=40&md5=afd7117a925aa4984112f853d645b4c8,683 AICT,2024.0,O,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31,barth_biomedical_2023,inproceedings,"Barth, F. and Weber-Genzel, L. and Leser, U.",0.0,1.0,,,,,,,,,442--453,,,Biomedical {Event} {Extraction} with {Generative} {Language} {Models},https://www.scopus.com/inward/record.uri?eid=2-s2.0-85184654872&partnerID=40&md5=91643807d21cf261fbfedd048178b598,3630,2023.0,O,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32,bautista_health_2023,inproceedings,"Bautista, Yohn Jairo Parra and Theran, Carlos and Aló, Richard and Lima, Vinicious",1.0,0.0,,,,,,,,,220--232,Springer,,Health {Disparities} {Through} {Generative} {AI} {Models}: {A} {Comparison} {Study} {Using} a {Domain} {Specific} {Large} {Language} {Model},,,2023.0,O,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33,bedi_extractive_2024,article,"Bedi, P.P.S. and Bala, M. and Sharma, K.",0.0,1.0,,,10.1111/exsy.13490,,,Expert Systems,,7,,,,Extractive text summarization for biomedical transcripts using deep dense {LSTM}-{CNN} framework,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85175738212&doi=10.1111%2fexsy.13490&partnerID=40&md5=702426980cd4b69dc093e894f0f21407,41,2024.0,O,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34,bernstein_automated_2024,inproceedings,"Bernstein, I.A. and Koornwinder, A. and Hwang, H.H. and Wang, S.Y.",0.0,1.0,,,10.1016/j.xops.2023.100371,,,,Issue: 2,,,,,Automated {Recognition} of {Visual} {Acuity} {Measurements} in {Ophthalmology} {Clinical} {Notes} {Using} {Deep} {Learning},https://www.scopus.com/inward/record.uri?eid=2-s2.0-85174056052&doi=10.1016%2fj.xops.2023.100371&partnerID=40&md5=7c2ae1ed9dca53ef6f76a4ef74834ddb,4,2024.0,O,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35,bertsimas_policy_2024,article,"Bertsimas, Dimitris and Peroni, Matthew",1.0,0.0,,,,,,arXiv preprint arXiv:2405.20486,,,,,,Policy {Trees} for {Prediction}: {Interpretable} and {Adaptive} {Model} {Selection} for {Machine} {Learning},,,2024.0,O,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36,bhardwaj_novel_2024,article,"Bhardwaj, Priti and Baliyan, Niyati",1.0,0.0,,,,,0377-2063,IETE Journal of Research,Publisher: Taylor \& Francis,,1--11,,,A {Novel} and {Effective} {Multi}-{Class} {Classification} {Method} for {Imbalanced} {Medical} {Transcriptions},,,2024.0,O,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37,bhatia_aws_2021,inproceedings,"Bhatia, Parminder and Liu, Lan and Arumae, Kristjan and Pourdamghani, Nima and Deshpande, Suyog and Snively, Ben and Mona, Mona and Wise, Colby and Price, George and Ramaswamy, Shyam",1.0,0.0,,,,,,,,,131--145,Springer,,{AWS} {CORD}-19 search: a neural search engine for {COVID}-19 literature,,,2021.0,O,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38,bhatia_efficient_2022,article,"Bhatia, Surbhi and Alojail, Mohammed and Sengan, Sudhakar and Dadheech, Pankaj",1.0,0.0,,,,,2296-2565,Frontiers in Public Health,Publisher: Frontiers,,926229,,,An efficient modular framework for automatic {LIONC} classification of {MedIMG} using unified medical language,,10,2022.0,O,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39,bhattacharya_multi-modal_2022,article,"Bhattacharya, A. and Sadasivuni, S. and Chao, C.-J. and Agasthi, P. and Ayoub, C. and Holmes, D.R. and Arsanjani, R. and Sanyal, A. and Banerjee, I.",0.0,1.0,,,10.1088/1361-6579/ac9e8a,,,Physiological Measurement,,12,,,,Multi-modal fusion model for predicting adverse cardiovascular outcome post percutaneous coronary intervention,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85144592182&doi=10.1088%2f1361-6579%2fac9e8a&partnerID=40&md5=865580af5f5dcf06a3648ec78352a900,43,2022.0,O,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40,bignoumba_new_2024,article,"Bignoumba, N. and Mellouli, N. and Yahia, S.B.",0.0,1.0,,,10.1016/j.eswa.2023.122148,,,Expert Systems with Applications,,,,,,A new efficient {ALignment}-driven {Neural} {Network} for {Mortality} {Prediction} from {Irregular} {Multivariate} {Time} {Series} data[{Formula} presented],https://www.scopus.com/inward/record.uri?eid=2-s2.0-85174913085&doi=10.1016%2fj.eswa.2023.122148&partnerID=40&md5=ef7102da7cf0fb3d677b57a72a678162,238,2024.0,O,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41,bindyashree_trends_2023,inproceedings,"Bindyashree, C.A. and Basha, S.M.",0.0,1.0,,,10.1109/ICOSEC58147.2023.10276025,,,,,,654--659,,,Trends and {Challenges} of {Block} {Chain} in {Electronic} {Health} {Record} {System},https://www.scopus.com/inward/record.uri?eid=2-s2.0-85175723699&doi=10.1109%2fICOSEC58147.2023.10276025&partnerID=40&md5=73eaab71538c77b4ad2680956c7d99b2,,2023.0,O,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42,biswas_enhancing_2024,article,"Biswas, Anjanava and Talukdar, Wrick",1.0,0.0,,,,,,arXiv preprint arXiv:2406.06569,,,,,,Enhancing {Clinical} {Documentation} with {Synthetic} {Data}: {Leveraging} {Generative} {Models} for {Improved} {Accuracy},,,2024.0,(SD),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43,biton_atrial_2021,article,"Biton, S. and Gendelman, S. and Ribeiro, A.H. and Miana, G. and Moreira, C. and Ribeiro, A.L.P. and Behar, J.A.",0.0,1.0,,,10.1093/ehjdh/ztab071,,,European Heart Journal - Digital Health,,4,576--585,,,Atrial fibrillation risk prediction from the 12-lead electrocardiogram using digital biomarkers and deep representation learning,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85153757977&doi=10.1093%2fehjdh%2fztab071&partnerID=40&md5=1db6b7ea7d5250973008108d5724a677,2,2021.0,O,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44,blease_open_2023,article,"Blease, C.",0.0,1.0,,,10.1136/jme-2023-109574,,,Journal of Medical Ethics,,2,84--89,,,"Open {AI} meets open notes: surveillance capitalism, patient privacy and online record access",https://www.scopus.com/inward/record.uri?eid=2-s2.0-85178425332&doi=10.1136%2fjme-2023-109574&partnerID=40&md5=c2506682f42ce988dde9b9448ed0c5e9,50,2023.0,O,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45,bosanska_pipeline_2022,inproceedings,"Bosanska, D.C. and Huptych, M. and Lhotská, L.",0.0,1.0,,,,,,,,,,,,A {Pipeline} for {Population} and {Analysis} of {Personal} {Health} {Knowledge} {Graphs} ({PHKGs}),https://www.scopus.com/inward/record.uri?eid=2-s2.0-85139741025&partnerID=40&md5=28833fa16f80541448765d79137cf215,3235,2022.0,O,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46,bose_survey_2021,article,"Bose, Priyankar and Srinivasan, Sriram and Sleeman IV, William C and Palta, Jatinder and Kapoor, Rishabh and Ghosh, Preetam",1.0,0.0,,,,,2076-3417,Applied Sciences,Publisher: MDPI,18,8319,,,A survey on recent named entity recognition and relationship extraction techniques on clinical texts,,11,2021.0,O,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47,bousselham_fine-tuning_2024,inproceedings,"Bousselham, H. and Nfaoui, E.H. and Mourhir, A.",0.0,1.0,,,10.1109/ICCECE58645.2024.10497313,,,,,,,,,Fine-{Tuning} {GPT} on {Biomedical} {NLP} {Tasks}: {An} {Empirical} {Evaluation},https://www.scopus.com/inward/record.uri?eid=2-s2.0-85191747944&doi=10.1109%2fICCECE58645.2024.10497313&partnerID=40&md5=720c98e08c0ba30b36b5238866c6273a,,2024.0,O,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48,burgun_basis_2019,article,"Burgun, A.",0.0,1.0,,,10.1016/j.canrad.2019.08.005,,,Cancer/Radiotherapie,,8,913--916,,Intelligence artificielle et radiothérapie : quelles bases et quelles perspectives ?,Basis and perspectives of artificial intelligence in radiation therapy,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85073726145&doi=10.1016%2fj.canrad.2019.08.005&partnerID=40&md5=f0f5a1bbfc85f76714153a03702e6e73,23,2019.0,O,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49,butler_ai-based_2024,article,"Butler, L. and Gunturkun, F. and Chinthala, L. and Karabayir, I. and Tootooni, M.S. and Bakir-Batu, B. and Celik, T. and Akbilgic, O. and Davis, R.L.",0.0,1.0,,,10.3389/fcvm.2024.1360238,,,Frontiers in Cardiovascular Medicine,,,,,,{AI}-based preeclampsia detection and prediction with electrocardiogram data,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85188064281&doi=10.3389%2ffcvm.2024.1360238&partnerID=40&md5=d424ade15eac4b37b502c7095079587a,11,2024.0,O,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50,cajica_analysis_2021,inproceedings,"Cajicá, F.A.M. and García Henao, J.A. and Hernández, C.J.B. and Riveill, M.",0.0,1.0,,,10.1007/978-3-030-68035-0_13,,,,,,178--192,,,Analysis of {Regularization} in {Deep} {Learning} {Models} on {Testbed} {Architectures},https://www.scopus.com/inward/record.uri?eid=2-s2.0-85102636917&doi=10.1007%2f978-3-030-68035-0_13&partnerID=40&md5=6cf97fe42954fd6c29b6a44ac6a33922,1327,2021.0,O,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51,calzolari_proceedings_2022,inproceedings,"Calzolari, Nicoletta and Huang, Chu-Ren and Kim, Hansaem and Pustejovsky, James and Wanner, Leo and Choi, Key-Sun and Ryu, Pum-Mo and Chen, Hsin-Hsi and Donatelli, Lucia and Ji, Heng",1.0,0.0,,,,,,,,,,,,Proceedings of the 29th {International} {Conference} on {Computational} {Linguistics},,,2022.0,O,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52,cao_multi-gate_2023,article,"Cao, Y. and Wang, Q. and Wang, X. and Peng, D. and Li, P.",0.0,1.0,,,10.1109/JBHI.2023.3325221,,,IEEE Journal of Biomedical and Health Informatics,,,1--13,,,Multi-gate {Mixture} of {Multi}-view {Graph} {Contrastive} {Learning} on {Electronic} {Health} {Record},https://www.scopus.com/inward/record.uri?eid=2-s2.0-85174853246&doi=10.1109%2fJBHI.2023.3325221&partnerID=40&md5=dfd27103cccbbd3476999061bce91bc5,,2023.0,O,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53,carini_tribulations_2024,article,"Carini, Claudio and Seyhan, Attila A",1.0,0.0,,,,,1479-5876,Journal of Translational Medicine,Publisher: Springer,1,411,,,Tribulations and future opportunities for artificial intelligence in precision medicine,,22,2024.0,O,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54,catelli_clinical_2021,inproceedings,"Catelli, R. and Gargiulo, F. and Damiano, E. and Esposito, M. and De Pietro, G.",0.0,1.0,,,10.1109/ICDH52753.2021.00050,,,,,,266--275,,,Clinical de-identification using sub-document analysis and {ELECTRA},https://www.scopus.com/inward/record.uri?eid=2-s2.0-85119481717&doi=10.1109%2fICDH52753.2021.00050&partnerID=40&md5=4b924fd284b186e033de600d2479be8a,,2021.0,O,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55,cesario_survey_2024,article,"Cesario, Eugenio and Comito, Carmela and Zumpano, Ester",1.0,0.0,,,,,0925-2312,Neurocomputing,Publisher: Elsevier,,127079,,,A survey of the recent trends in deep learning for literature based discovery in the biomedical domain,,568,2024.0,O,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56,chaddad_federated_2023,article,"Chaddad, Ahmad and Wu, Yihang and Desrosiers, Christian",1.0,0.0,,,,,2327-4662,IEEE Internet of Things Journal,Publisher: IEEE,,,,,Federated learning for healthcare applications,,,2023.0,O,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
57,chang_incorporating_2021,article,"Chang, D. and Lin, E. and Brandt, C. and Taylor, R.A.",0.0,1.0,,,10.2196/23101,,,JMIR Medical Informatics,,11,,,,Incorporating domain knowledge into language models by using graph convolutional networks for assessing semantic textual similarity: {Model} development and performance comparison,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85120171749&doi=10.2196%2f23101&partnerID=40&md5=75cd7707fc3f80c27955fa4d85f4c2a5,9,2021.0,O,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
58,chang_intelligence-based_2023,book,"Chang, Anthony C and Limon, Alfonso and Brisk, Robert and Lopez-Jimenez, Francisco and Sun, Louise Y",1.0,0.0,,,,0-323-90629-X,,,,,,Elsevier,,Intelligence-{Based} {Cardiology} and {Cardiac} {Surgery}: {Artificial} {Intelligence} and {Human} {Cognition} in {Cardiovascular} {Medicine},,,2023.0,O,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
59,chang_introduction_2024,incollection,"Chang, Anthony C and Limon, Alfonso",1.0,0.0,,Intelligence-{Based} {Cardiology} and {Cardiac} {Surgery},,,,,,,3--120,Elsevier,,Introduction to artificial intelligence for cardiovascular clinicians,,,2024.0,O,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60,chapman_this_nodate,article,"Chapman, Wendy W",1.0,0.0,,,,,,,,,,,,"This book provides a very readable introduction into our current understanding of all these issues and affords the opportunity for non-{AI} experts to appreciate how {AI} can improve clinical care while being made aware of its current limitations and how these may be overcome. {Professor} {Ian} {Scott}, {Director} of {Internal} {Medicine} and {Clinical} {Epidemiology}, {Princess}",,,,O,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
61,chechulina_semi-automated_2023,article,"Chechulina, Anna and Carus, Jasmin and Breitfeld, Philipp and Gundler, Christopher and Hees, Hanna and Twerenbold, Raphael and Blankenberg, Stefan and Ückert, Frank and Nürnberg, Sylvia",1.0,0.0,,,,,2076-3417,Applied Sciences,Publisher: MDPI,14,8159,,,Semi-{Automated} {Mapping} of {German} {Study} {Data} {Concepts} to an {English} {Common} {Data} {Model},,13,2023.0,O,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62,chen_achieving_2020,inproceedings,"Chen, H. and Li, H. and Xu, G. and Zhang, Y. and Luo, X.",0.0,1.0,,,10.1109/ICC40277.2020.9149385,,,,,,,,,Achieving {Privacy}-preserving {Federated} {Learning} with {Irrelevant} {Updates} over {E}-{Health} {Applications},https://www.scopus.com/inward/record.uri?eid=2-s2.0-85089433795&doi=10.1109%2fICC40277.2020.9149385&partnerID=40&md5=a65540829b144661d861ffb1f94de7d6,2020-June,2020.0,O,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63,chen_combating_2024,inproceedings,"Chen, Muhao and Xiao, Chaowei and Sun, Huan and Li, Lei and Derczynski, Leon and Anandkumar, Animashree and Wang, Fei",1.0,0.0,,,,,,,,,8--18,,,Combating {Security} and {Privacy} {Issues} in the {Era} of {Large} {Language} {Models},,,2024.0,O,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
