ID,ENTRYTYPE,author,bib-gs_bronze_gquerya,bib-scopus_bronze_querya,bib_id,booktitle,doi,isbn,issn,journal,note,number,pages,publisher,shorttitle,title,url,volume,year
chen_achieving_2020,inproceedings,"Chen, H. and Li, H. and Xu, G. and Zhang, Y. and Luo, X.",0,1,nan,nan,10.1109/ICC40277.2020.9149385,nan,nan,nan,nan,nan,nan,nan,nan,Achieving {Privacy}-preserving {Federated} {Learning} with {Irrelevant} {Updates} over {E}-{Health} {Applications},https://www.scopus.com/inward/record.uri?eid=2-s2.0-85089433795&doi=10.1109%2fICC40277.2020.9149385&partnerID=40&md5=a65540829b144661d861ffb1f94de7d6,2020-June,2020.0
chen_combating_2024,inproceedings,"Chen, Muhao and Xiao, Chaowei and Sun, Huan and Li, Lei and Derczynski, Leon and Anandkumar, Animashree and Wang, Fei",1,0,nan,nan,nan,nan,nan,nan,nan,nan,8--18,nan,nan,Combating {Security} and {Privacy} {Issues} in the {Era} of {Large} {Language} {Models},nan,nan,2024.0
chen_disease_2021,article,"Chen, Y.-P. and Lo, Y.-H. and Lai, F. and Huang, C.-H.",0,1,nan,nan,10.2196/25113,nan,nan,Journal of Medical Internet Research,nan,1,nan,nan,nan,Disease concept-embedding based on the self-supervised method for medical information extraction from electronic health records and disease retrieval: {Algorithm} development and validation study,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85100272172&doi=10.2196%2f25113&partnerID=40&md5=bcd7fefd2455f011a9e78ae19323789f,23,2021.0
chen_exploring_2024,article,"Chen, J. and Kong, X.",0,1,nan,nan,10.26685/urncst.562,nan,nan,Undergraduate Research in Natural and Clinical Science and Technology Journal,nan,3,1--11,nan,nan,Exploring the {Feasibility} of {Applying} {Deep} {Learning} for the {Early} {Prediction} of {Arthritis},https://www.scopus.com/inward/record.uri?eid=2-s2.0-85188461593&doi=10.26685%2furncst.562&partnerID=40&md5=068e0121e803166911129e8b7c8f6b05,8,2024.0
chen_pfdp_2024,article,"Chen, Chaomeng and Su, Sen",1,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,{PFDP}: {Privacy}-preserving {Federated} {Distillation} {Method} for {Pretraining} {Language} {Models},nan,nan,2024.0
chen_predicting_2023,article,"Chen, Z. and Siltala-Li, L. and Lassila, M. and Malo, P. and Vilkkumaa, E. and Saaresranta, T. and Virkki, A.V.",0,1,nan,nan,10.1109/JTEHM.2023.3276943,nan,nan,IEEE Journal of Translational Engineering in Health and Medicine,nan,nan,306--317,nan,nan,Predicting {Visit} {Cost} of {Obstructive} {Sleep} {Apnea} {Using} {Electronic} {Healthcare} {Records} {With} {Transformer},https://www.scopus.com/inward/record.uri?eid=2-s2.0-85160265776&doi=10.1109%2fJTEHM.2023.3276943&partnerID=40&md5=a5b5ea6de559e26d61c1c50337fddab1,11,2023.0
chen_stroke_2022,article,"Chen, J. and Chen, Y. and Li, J. and Wang, J. and Lin, Z. and Nandi, A.K.",0,1,nan,nan,10.1109/JBHI.2021.3088750,nan,nan,IEEE Journal of Biomedical and Health Informatics,nan,1,411--422,nan,nan,Stroke {Risk} {Prediction} with {Hybrid} {Deep} {Transfer} {Learning} {Framework},https://www.scopus.com/inward/record.uri?eid=2-s2.0-85123554650&doi=10.1109%2fJBHI.2021.3088750&partnerID=40&md5=473a7eda9febd769b0746de1bbdc96d7,26,2022.0
chen_survey_2024,article,"Chen, Zhiyu Zoey and Ma, Jing and Zhang, Xinlu and Hao, Nan and Yan, An and Nourbakhsh, Armineh and Yang, Xianjun and McAuley, Julian and Petzold, Linda and Wang, William Yang",1,0,nan,nan,nan,nan,nan,arXiv preprint arXiv:2405.01769,nan,nan,nan,nan,nan,"A {Survey} on {Large} {Language} {Models} for {Critical} {Societal} {Domains}: {Finance}, {Healthcare}, and {Law}",nan,nan,2024.0
chen_unite_2021,inproceedings,"Chen, C. and Liang, J. and Ma, F. and Glass, L. and Sun, J. and Xiao, C.",0,1,nan,nan,10.1145/3442381.3450087,nan,nan,nan,nan,nan,217--226,nan,nan,{UNITE}: {Uncertainty}-based health risk prediction leveraging multi-sourced data,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85107974357&doi=10.1145%2f3442381.3450087&partnerID=40&md5=90b206b9f21f3bec228a0222c0209ea5,nan,2021.0
chenais_using_2023,article,"Chenais, Gabrielle",1,0,nan,nan,nan,nan,nan,nan,Publisher: Université de Bordeaux,nan,nan,nan,nan,Using natural language processing techniques to study and regulate emergency department flows: development and application to the study of trauma risks based on {ED} venues in {Bordeaux},nan,nan,2023.0
cheng_protohar_2023,article,"Cheng, D. and Zhang, L. and Bu, C. and Wang, X. and Wu, H. and Song, A.",0,1,nan,nan,10.1109/JBHI.2023.3275438,nan,nan,IEEE Journal of Biomedical and Health Informatics,nan,8,3900--3911,nan,nan,{ProtoHAR}: {Prototype} {Guided} {Personalized} {Federated} {Learning} for {Human} {Activity} {Recognition},https://www.scopus.com/inward/record.uri?eid=2-s2.0-85159804720&doi=10.1109%2fJBHI.2023.3275438&partnerID=40&md5=8f0b46866b83e925f70f788c4c797bf8,27,2023.0
chi_data_2024,article,"Chi, Wei Wen and Tang, Tiong Yew and Salleh, Narishah Mohamed and Mukred, Muaadh and AlSalman, Hussain and Zohaib, Muhammad",1,0,nan,nan,nan,nan,2169-3536,IEEE Access,Publisher: IEEE,nan,nan,nan,nan,Data {Augmentation} {With} {Semantic} {Enrichment} for {Deep} {Learning} {Invoice} {Text} {Classification},nan,nan,2024.0
chi_predicting_2021,article,"Chi, C.-Y. and Ao, S. and Winkler, A. and Fu, K.-C. and Xu, J. and Ho, Y.-L. and Huang, C.-H. and Soltani, R.",0,1,nan,nan,10.2196/27798,nan,nan,Journal of Medical Internet Research,nan,9,nan,nan,nan,Predicting the mortality and readmission of in-hospital cardiac arrest patients with electronic health records:a machine learning approach,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85115635242&doi=10.2196%2f27798&partnerID=40&md5=8121696ae32268479e4059789705eedc,23,2021.0
chintala_application_2024,article,"Chintala, S.",0,1,nan,nan,nan,nan,nan,International Journal of Intelligent Systems and Applications in Engineering,nan,15s,223--228,nan,nan,The {Application} of {Deep} {Learning} in {Analysing} {Electronic} {Health} {Records} for {Improved} {Patient} {Outcomes},https://www.scopus.com/inward/record.uri?eid=2-s2.0-85185952415&partnerID=40&md5=ed32f54b88455de1e65ec374709750f0,12,2024.0
cho_predicting_2020,inproceedings,"Cho, S. and Song, S.J. and Lee, J. and Song, J.E. and Kim, M.S. and Lee, M. and Lee, J.H.",0,1,nan,nan,10.1007/978-3-030-61401-0_56,nan,nan,nan,nan,nan,599--612,nan,nan,Predicting {Coronary} {Artery} {Calcium} {Score} from {Retinal} {Fundus} {Photographs} {Using} {Convolutional} {Neural} {Networks},https://www.scopus.com/inward/record.uri?eid=2-s2.0-85096552247&doi=10.1007%2f978-3-030-61401-0_56&partnerID=40&md5=76e055cb0542882f4a84515ba3ba75af,12415 LNAI,2020.0
choi_using_2017,article,"Choi, Edward and Schuetz, Andy and Stewart, Walter F and Sun, Jimeng",1,0,nan,nan,nan,nan,1067-5027,Journal of the American Medical Informatics Association,Publisher: Oxford University Press,2,361--370,nan,nan,Using recurrent neural network models for early detection of heart failure onset,nan,24,2017.0
chomutare_-identifying_2020,inproceedings,"Chomutare, T. and Yigzaw, K.Y. and Budrionis, A. and Makhlysheva, A. and Godtliebsen, F. and Dalianis, H.",0,1,nan,nan,10.3233/SHTI200140,nan,nan,nan,nan,nan,148--152,nan,nan,De-identifying {Swedish} {Ehr} text using public resources in the general domain,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85086905399&doi=10.3233%2fSHTI200140&partnerID=40&md5=a8c6365161c332a98dd5844c6fe79ac7,270,2020.0
chopard_word_2024,article,"Chopard, Daphné and Corcoran, Padraig and Spasić, Irena",1,0,nan,nan,nan,nan,2673-253X,Frontiers in Digital Health,Publisher: Frontiers Media SA,nan,1282043,nan,nan,Word sense disambiguation of acronyms in clinical narratives,nan,6,2024.0
chuang_use_2023,inproceedings,"Chuang, Yao-Shun and Jiang, Xiaoqian and Lee, Chun-Teh and Brandon, Ryan and Tran, Duong and Tokede, Oluwabunmi and Walji, Muhammad F",1,0,nan,nan,nan,nan,nan,nan,nan,nan,904,American Medical Informatics Association,nan,Use {GPT}-{J} {Prompt} {Generation} with {RoBERTa} for {NER} {Models} on {Diagnosis} {Extraction} of {Periodontal} {Diagnosis} from {Electronic} {Dental} {Records},nan,2023,2023.0
chung_ambient_2020,article,"Chung, K. and Yoo, H. and Choe, D.-E.",0,1,nan,nan,10.1007/s12652-018-1033-7,nan,nan,Journal of Ambient Intelligence and Humanized Computing,nan,4,1387--1395,nan,nan,Ambient context-based modeling for health risk assessment using deep neural network,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85053527910&doi=10.1007%2fs12652-018-1033-7&partnerID=40&md5=674f484e51d755f4239bea46438d9513,11,2020.0
cifci_hybrid_2023,article,"Cifci, M.A. and Hussain, S. and Canatalay, P.J.",0,1,nan,nan,10.3390/diagnostics13061025,nan,nan,Diagnostics,nan,6,nan,nan,nan,Hybrid {Deep} {Learning} {Approach} for {Accurate} {Tumor} {Detection} in {Medical} {Imaging} {Data},https://www.scopus.com/inward/record.uri?eid=2-s2.0-85152639258&doi=10.3390%2fdiagnostics13061025&partnerID=40&md5=93881ec0d2c361dc8405a90e707e5ac7,13,2023.0
cohen_improving_2024,article,"Cohen, Seffi and Lior, Edo and Bocher, Moshe and Rokach, Lior",1,0,nan,nan,nan,nan,1532-0464,Journal of Biomedical Informatics,Publisher: Elsevier,nan,104577,nan,nan,Improving severity classification of {Hebrew} {PET}-{CT} pathology reports using test-time augmentation,nan,149,2024.0
cong_comprehensive_2024,article,"Cong, Shan and Wang, Hang and Zhou, Yang and Wang, Zheng and Yao, Xiaohui and Yang, Chunsheng",1,0,nan,nan,nan,nan,2835-3153,Brain‐X,Publisher: Wiley Online Library,2,e57,nan,nan,"Comprehensive review of {Transformer}‐based models in neuroscience, neurology, and psychiatry",nan,2,2024.0
crema_natural_2022,article,"Crema, Claudio and Attardi, Giuseppe and Sartiano, Daniele and Redolfi, Alberto",1,0,nan,nan,nan,nan,1664-0640,Frontiers in Psychiatry,Publisher: Frontiers,nan,946387,nan,nan,Natural language processing in clinical neuroscience and psychiatry: {A} review,nan,13,2022.0
cui_automated_2024,article,"Cui, Yizhuo and Liang, Maocheng",1,0,nan,nan,nan,nan,2076-3417,Applied Sciences,Publisher: MDPI,5,1925,nan,nan,Automated {Scoring} of {Translations} with {BERT} {Models}: {Chinese} and {English} {Language} {Case} {Study},nan,14,2024.0
cui_large_2024,article,"Cui, Chenhui and Li, Tao and Wang, Junjie and Chen, Chunyang and Towey, Dave and Huang, Rubing",1,0,nan,nan,nan,nan,nan,arXiv preprint arXiv:2404.08948,nan,nan,nan,nan,nan,Large {Language} {Models} for {Mobile} {GUI} {Text} {Input} {Generation}: {An} {Empirical} {Study},nan,nan,2024.0
cui_predicting_2023,article,"Cui, S. and Wei, G. and Zhou, L. and Zhao, E. and Wang, T. and Ma, F.",0,1,nan,nan,10.1016/j.jbi.2023.104511,nan,nan,Journal of Biomedical Informatics,nan,nan,nan,nan,nan,Predicting line of therapy transition via similar patient augmentation,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85173825407&doi=10.1016%2fj.jbi.2023.104511&partnerID=40&md5=f5d519c58ed8ea76cbb6519782d3d091,147,2023.0
dai_identifying_2024,article,"Dai, Xiang and Karimi, Sarvnaz and O'Callaghan, Nathan",1,0,nan,nan,nan,nan,nan,arXiv preprint arXiv:2403.09997,nan,nan,nan,nan,nan,Identifying {Health} {Risks} from {Family} {History}: {A} {Survey} of {Natural} {Language} {Processing} {Techniques},nan,nan,2024.0
daneshvar_artificial_2024,article,"Daneshvar, Nadia and Pandita, Deepti and Erickson, Shari and Sulmasy, Lois Snyder and DeCamp, Matthew and ACP Medical Informatics Committee {and} the Ethics, Professionalism {and} Human Rights Committee",1,0,nan,nan,nan,nan,0003-4819,Annals of Internal Medicine,Publisher: American College of Physicians,nan,nan,nan,nan,Artificial {Intelligence} in the {Provision} of {Health} {Care}: {An} {American} {College} of {Physicians} {Policy} {Position} {Paper},nan,nan,2024.0
dankwa-mullan_artificial_2022,article,"Dankwa-Mullan, I. and Weeraratne, D.",0,1,nan,nan,10.1158/2159-8290.CD-22-0373,nan,nan,Cancer Discovery,nan,6,1423--1427,nan,nan,"Artificial {Intelligence} and {Machine} {Learning} {Technologies} in {Cancer} {Care}: {Addressing} {Disparities}, {Bias}, and {Data} {Diversity}",https://www.scopus.com/inward/record.uri?eid=2-s2.0-85131270676&doi=10.1158%2f2159-8290.CD-22-0373&partnerID=40&md5=3255195ae6cf66e6a8b3915e4d66926f,12,2022.0
dantonoli_large_2024,article,"D’Antonoli, Tugba Akinci and Stanzione, Arnaldo and Bluethgen, Christian and Vernuccio, Federica and Ugga, Lorenzo and Klontzas, Michail E and Cuocolo, Renato and Cannella, Roberto and Koçak, Burak",1,0,nan,nan,nan,nan,nan,Diagnostic and Interventional Radiology,Publisher: Turkish Society of Radiology,2,80,nan,nan,"Large language models in radiology: fundamentals, applications, ethical considerations, risks, and future directions",nan,30,2024.0
darabi_taper_2020,article,"Darabi, S. and Kachuee, M. and Fazeli, S. and Sarrafzadeh, M.",0,1,nan,nan,10.1109/JBHI.2020.2984931,nan,nan,IEEE Journal of Biomedical and Health Informatics,nan,11,3268--3275,nan,nan,{TAPER}: {Time}-aware patient {EHR} representation,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85095799200&doi=10.1109%2fJBHI.2020.2984931&partnerID=40&md5=d9e8dc3af18970a110e6938d96a20a03,24,2020.0
datta_deep_2024,article,"Datta, Nirjhor and Rashid, Md Hasanur and Rahman, Samiur and Nodi, Naima Tahsin and Uddin, Moin",1,0,nan,nan,nan,nan,nan,nan,Publisher: Brac University,nan,nan,nan,nan,Deep learning-based hybrid multi-task model for adrenocortical carcinoma segmentation and classification,nan,nan,2024.0
de_renzis_exploiting_2023,article,"De Renzis, Simone and Dosso, Dennis and Testolin, Alberto",1,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,Exploiting {Large} {Language} {Models} to {Train} {Automatic} {Detectors} of {Sensitive} {Data},nan,nan,2023.0
delmas_relation_2024,article,"Delmas, Maxime and Wysocka, Magdalena and Freitas, André",1,0,nan,nan,nan,nan,0891-2017,Computational Linguistics,"Publisher: MIT Press 255 Main Street, 9th Floor, Cambridge, Massachusetts 02142, USA …",nan,1--49,nan,nan,Relation {Extraction} in underexplored biomedical domains: {A} diversity-optimised sampling and synthetic data generation approach,nan,nan,2024.0
deng_privacy-preserving_2020,article,"Deng, Y. and Jiang, X. and Long, Q.",0,1,nan,nan,nan,nan,nan,AMIA ... Annual Symposium proceedings. AMIA Symposium,nan,nan,348--357,nan,nan,Privacy-{Preserving} {Methods} for {Vertically} {Partitioned} {Incomplete} {Data},https://www.scopus.com/inward/record.uri?eid=2-s2.0-85105347586&partnerID=40&md5=cf95efbb07fc0ff05c3a3006bb953155,2020,2020.0
diao_deep-learning_2023,article,"Diao, Z. and Sun, F.",0,1,nan,nan,10.3390/pr11051329,nan,nan,Processes,nan,5,nan,nan,nan,A {Deep}-{Learning} {Neural} {Network} {Approach} for {Secure} {Wireless} {Communication} in the {Surveillance} of {Electronic} {Health} {Records},https://www.scopus.com/inward/record.uri?eid=2-s2.0-85160694890&doi=10.3390%2fpr11051329&partnerID=40&md5=734836c7daedcd4551199a93f471bbe1,11,2023.0
diera_memorization_2023,inproceedings,"Diera, Andor and Lell, Nicolas and Garifullina, Aygul and Scherp, Ansgar",1,0,nan,nan,nan,nan,nan,nan,nan,nan,258--279,Springer,nan,Memorization of {Named} {Entities} in {Fine}-{Tuned} {BERT} {Models},nan,nan,2023.0
dong_deep_2019,article,"Dong, X. and Chowdhury, S. and Qian, L. and Li, X. and Guan, Y. and Yang, J. and Yu, Q.",0,1,nan,nan,10.1371/journal.pone.0216046,nan,nan,PLoS ONE,nan,5,nan,nan,nan,Deep learning for named entity recognition on {Chinese} electronic medical records: {Combining} deep transfer learning with multitask bi-directional {LSTM} {RNN},https://www.scopus.com/inward/record.uri?eid=2-s2.0-85065567606&doi=10.1371%2fjournal.pone.0216046&partnerID=40&md5=9e50a103fec64ed1bd884efc3e35879b,14,2019.0
dos_santos_inteligencia_2024,article,"dos Santos, Valdislene Silva and de Sousa, Sara Jane Almeida and Santos, Layrane Mayara Lino and Mendes Filho, Luiz Augusto Machado and de Santana Porte, Marcelo and da Silva Taveira, Marcelo and de Oliveira Alexandre, Mauro Lemuel",1,0,nan,nan,nan,nan,1982-6125,Revista Brasileira de Pesquisa em Turismo,nan,nan,2896--2896,nan,nan,Inteligência artificial nos estudos e pesquisas em {Turismo} no {Brasil},nan,18,2024.0
du_contrast_2023,article,"Du, Chunhui and He, Hao and Jin, Yaohui",1,0,nan,nan,nan,nan,0924-669X,Applied Intelligence,Publisher: Springer,23,28895--28909,nan,nan,Contrast with major classifier vectors for federated medical relation extraction with heterogeneous label distribution,nan,53,2023.0
duan_copifilter_2023,inproceedings,"Duan, J. and Liu, J.",0,1,nan,nan,10.1007/978-3-031-44216-2_9,nan,nan,nan,nan,nan,99--114,nan,nan,{CopiFilter}: {An} {Auxiliary} {Module} {Adapts} {Pre}-trained {Transformers} for {Medical} {Dialogue} {Summarization},https://www.scopus.com/inward/record.uri?eid=2-s2.0-85174582896&doi=10.1007%2f978-3-031-44216-2_9&partnerID=40&md5=66457ac01461586828a5ff3414297558,14257 LNCS,2023.0
dun_analysis_nodate,article,"DUN, OLUWATOYOSI MERCY AYE",1,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,Analysis of {Smart} {Service} {Usage} in the {Healthcare} {Sector} in {Nigeria},nan,nan,nan
dwivedi_artificial_2023,article,"Dwivedi, Yogesh K and Hughes, Laurie and Bhadeshia, Harshad KDH and Ananiadou, Sophia and Cohn, Anthony G and Cole, Jacqueline M and Conduit, Gareth J and Desarkar, Maunendra Sankar and Wang, Xinwei",1,0,nan,nan,nan,nan,0268-4012,International Journal of Information Management,Publisher: Elsevier,nan,102725,nan,nan,Artificial intelligence ({AI}) futures: {India}-{UK} collaborations emerging from the 4th {Royal} {Society} {Yusuf} {Hamied} workshop,nan,nan,2023.0
ebadi_extracting_2024,article,"Ebadi, Nima and Morgan, Kellen and Tan, Adrian and Linares, Billy and Osborn, Sheri and Majors, Emma and Davis, Jeremy and Rios, Anthony",1,0,nan,nan,nan,nan,nan,arXiv preprint arXiv:2403.17363,nan,nan,nan,nan,nan,Extracting {Biomedical} {Entities} from {Noisy} {Audio} {Transcripts},nan,nan,2024.0
eckman_position_nodate,inproceedings,"Eckman, Stephanie and Plank, Barbara and Kreuter, Frauke",1,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,Position: {Insights} from {Survey} {Methodology} can {Improve} {Training} {Data},nan,nan,nan
estrada-valenciano_entity-matching_2022,article,"Estrada-Valenciano, Raúl and Muñiz-Sánchez, Víctor and De-la-Torre-Gutiérrez, Héctor",1,0,nan,nan,nan,nan,2227-7390,Mathematics,Publisher: MDPI,15,2564,nan,nan,An {Entity}-{Matching} {System} {Based} on {Multimodal} {Data} for {Two} {Major} {E}-{Commerce} {Stores} in {Mexico},nan,10,2022.0
fabregat_-identification_2019,inproceedings,"Fabregat, H. and Duque, A. and Martinez-Romo, J. and Araujo, L.",0,1,nan,nan,nan,nan,nan,nan,nan,nan,663--670,nan,nan,De-identification through named entity recognition for medical document anonymization,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85071190639&partnerID=40&md5=ea7cee7914f816109be8c6823b2b0db3,2421,2019.0
falis_can_2024,article,"Falis, Matúš and Gema, Aryo Pradipta and Dong, Hang and Daines, Luke and Basetti, Siddharth and Holder, Michael and Penfold, Rose S and Birch, Alexandra and Alex, Beatrice",1,0,nan,nan,nan,nan,nan,arXiv preprint arXiv:2401.13512,nan,nan,nan,nan,nan,Can {GPT}-3.5 {Generate} and {Code} {Discharge} {Summaries}?,nan,nan,2024.0
fan_named_2019,inproceedings,"Fan, H. and Wang, D. and Ye, S.",0,1,nan,nan,10.1145/3374587.3374612,nan,nan,nan,nan,nan,278--282,nan,nan,Named entity extraction for {Chinese} electronic medical records,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85081972476&doi=10.1145%2f3374587.3374612&partnerID=40&md5=a0a7e28c302df066b8eac0ca01049736,nan,2019.0
farahany_oversampling_2022,inproceedings,"Farahany, Z. and Wu, J. and Sajjadul Islam, K.M. and Madiraju, P.",0,1,nan,nan,10.1109/BigData55660.2022.10020253,nan,nan,nan,nan,nan,5253--5262,nan,nan,Oversampling techniques for predicting {COVID}-19 patient length of stay,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85147962097&doi=10.1109%2fBigData55660.2022.10020253&partnerID=40&md5=bd731f9d8d94a60580317c6c31dd52f2,nan,2022.0
